node_name,cluster,mean_power,sum_power,count_power,mean_cpu,sum_cpu,count_cpu
cbf4a974,0,754.240884057971,7806393.15,10350,67.75173236714976,701230.43,10350
cbf4a974,1,425.35232973116223,14445390.47,36198,3.3159267983863843,112612.19,36198
cbf4a974,2,667.5114958376691,7697742.57,11532,62.703056711758585,723091.65,11532
ce52f982,0,404.7384677176423,48369484.8,119508,0.15723667034842856,18791.04,119508
ce52f982,1,,0.0,6707,,0.0,6707
ce52f982,2,402.2652058474418,6439059.15,16007,0.1380539763853314,2209.83,16007
d424b38d,0,406.28172146042107,113803979.28,280111,0.11018610479417089,30864.34,280111
d424b38d,1,,0.0,15647,,0.0,15647
d424b38d,2,404.09334853786555,6467109.95,16004,0.08748187953011746,1400.06,16004
d7ea95c2,0,417.95471484025086,12597573.06,33035,0.5398824345299033,16348.18,33035
d7ea95c2,1,437.60829614431054,10237408.48,23394,5.780731384115585,135234.43,23394
d7ea95c2,2,781.0951181102363,1289588.04,1651,85.52653543307086,141204.31,1651
de50c1fe,0,412.4755858706879,99839715.56,242050,0.08965098120223094,21700.02,242050
de50c1fe,1,,0.0,13412,,0.0,13412
de50c1fe,2,411.13876625,6578220.26,16000,0.050548125,808.77,16000
e2b6ed0e,0,582.2799725082912,66717639.25,114580,21.4464142956886,2457330.15,114580
e2b6ed0e,1,439.65422965545775,37196946.1,84605,3.81586490160156,322841.25,84605
e2b6ed0e,2,429.349571410721,6872169.24,27183,2.8653180057478447,45862.28,27183
e41df102,0,414.80754656531707,79237367.16,191022,0.25821931505271645,49325.57,191022
e41df102,1,,0.0,11177,,0.0,11177
e41df102,2,420.901421875,6734422.75,16000,1.060123125,16961.97,16000
e4362c19,0,433.51367970191643,391390889.5,902834,1.8832051850063245,1700221.67,902834
e4362c19,1,,0.0,35798,,0.0,35798
e4362c19,2,431.45907484048973,10008124.7,23196,1.2227263321262287,28362.36,23196
e998d442,0,412.368048241761,16429155.41,39841,0.06748274390703045,2688.58,39841
e998d442,1,408.77266029246346,6541180.11,16002,0.03516122984626922,562.65,16002
e998d442,2,,0.0,2237,,0.0,2237
ea7f6999,0,411.6910659337901,16403007.14,39843,0.05497377205531712,2190.32,39843
ea7f6999,1,409.97057624999997,6559529.22,16000,0.018715,299.44,16000
ea7f6999,2,,0.0,2237,,0.0,2237
fd5a1b56,0,425.36501217338923,50840902.35,119523,0.32406214703446196,38732.88,119523
fd5a1b56,1,,0.0,6707,,0.0,6707
fd5a1b56,2,424.2282227221597,6788500.02,16002,0.32318335208098986,5171.58,16002
